run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_strategy	library_source	first_public	experiment_title	fastq_ftp	submitted_ftp	sample_alias	sample_title	bam_ftp
SRR8635991	PRJNA523380	SAMN10988048	SRX5434389	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-CAL33_UPPER_AERODIGESTIVE_TRACT	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of CAL33_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8635991/SRR8635991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8635991/SRR8635991_2.fastq.gz		CAL33_UPPER_AERODIGESTIVE_TRACT	CAL33_UPPER_AERODIGESTIVE_TRACT	
SRR8657515	PRJNA523380	SAMN10988096	SRX5455305	9606	Homo sapiens	Illumina HiSeq 2000	HC-IGR39_SKIN	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of IGR39_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657515/SRR8657515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657515/SRR8657515_2.fastq.gz		IGR39_SKIN	IGR39_SKIN	
SRR8657613	PRJNA523380	SAMN10988259	SRX5455207	9606	Homo sapiens	Illumina HiSeq 2000	HC-NCIH1975_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of NCIH1975_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657613/SRR8657613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657613/SRR8657613_2.fastq.gz		NCIH1975_LUNG	NCIH1975_LUNG	
SRR8635994	PRJNA523380	SAMN10987851	SRX5434386	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-CAMA1_BREAST	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of CAMA1_BREAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8635994/SRR8635994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8635994/SRR8635994_2.fastq.gz		CAMA1_BREAST	CAMA1_BREAST	
SRR8657516	PRJNA523380	SAMN10988387	SRX5455304	9606	Homo sapiens	Illumina HiSeq 2000	HC-IGR37_SKIN	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of IGR37_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657516/SRR8657516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657516/SRR8657516_2.fastq.gz		IGR37_SKIN	IGR37_SKIN	
SRR8657614	PRJNA523380	SAMN10987732	SRX5455206	9606	Homo sapiens	Illumina HiSeq 2000	HC-NCIH1915_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of NCIH1915_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657614/SRR8657614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657614/SRR8657614_2.fastq.gz		NCIH1915_LUNG	NCIH1915_LUNG	
SRR8636011	PRJNA523380	SAMN10988136	SRX5434369	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-SKNBE2_AUTONOMIC_GANGLIA	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of SKNBE2_AUTONOMIC_GANGLIA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8636011/SRR8636011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8636011/SRR8636011_2.fastq.gz		SKNBE2_AUTONOMIC_GANGLIA	SKNBE2_AUTONOMIC_GANGLIA	
SRR8657525	PRJNA523380	SAMN10988284	SRX5455295	9606	Homo sapiens	Illumina HiSeq 2000	HC-NCIH661_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of NCIH661_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657525/SRR8657525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657525/SRR8657525_2.fastq.gz		NCIH661_LUNG	NCIH661_LUNG	
SRR8657616	PRJNA523380	SAMN10988538	SRX5455204	9606	Homo sapiens	Illumina HiSeq 2000	HC-NCIH1944_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of NCIH1944_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657616/SRR8657616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657616/SRR8657616_2.fastq.gz		NCIH1944_LUNG	NCIH1944_LUNG	
SRR8657617	PRJNA523380	SAMN10988154	SRX5455203	9606	Homo sapiens	Illumina HiSeq 2000	HC-NCIH1930_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of NCIH1930_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657617/SRR8657617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657617/SRR8657617_2.fastq.gz		NCIH1930_LUNG	NCIH1930_LUNG	
SRR8657526	PRJNA523380	SAMN10988121	SRX5455294	9606	Homo sapiens	Illumina HiSeq 2000	HC-NCIH660_PROSTATE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of NCIH660_PROSTATE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657526/SRR8657526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657526/SRR8657526_2.fastq.gz		NCIH660_PROSTATE	NCIH660_PROSTATE	
SRR8636012	PRJNA523380	SAMN10988189	SRX5434368	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-SKNDZ_AUTONOMIC_GANGLIA	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of SKNDZ_AUTONOMIC_GANGLIA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8636012/SRR8636012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8636012/SRR8636012_2.fastq.gz		SKNDZ_AUTONOMIC_GANGLIA	SKNDZ_AUTONOMIC_GANGLIA	
SRR8636017	PRJNA523380	SAMN10988280	SRX5434363	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-EN_ENDOMETRIUM	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of EN_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8636017/SRR8636017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8636017/SRR8636017_2.fastq.gz		EN_ENDOMETRIUM	EN_ENDOMETRIUM	
SRR8657533	PRJNA523380	SAMN10987970	SRX5455287	9606	Homo sapiens	Illumina HiSeq 2000	HC-BICR31_UPPER_AERODIGESTIVE_TRACT	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of BICR31_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657533/SRR8657533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657533/SRR8657533_2.fastq.gz		BICR31_UPPER_AERODIGESTIVE_TRACT	BICR31_UPPER_AERODIGESTIVE_TRACT	
SRR8657618	PRJNA523380	SAMN10987914	SRX5455202	9606	Homo sapiens	Illumina HiSeq 2000	HC-U2OS_BONE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of U2OS_BONE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657618/SRR8657618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657618/SRR8657618_2.fastq.gz		U2OS_BONE	U2OS_BONE	
SRR8636018	PRJNA523380	SAMN10988289	SRX5434362	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-ESS1_ENDOMETRIUM	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of ESS1_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8636018/SRR8636018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8636018/SRR8636018_2.fastq.gz		ESS1_ENDOMETRIUM	ESS1_ENDOMETRIUM	
SRR8657535	PRJNA523380	SAMN10987721	SRX5455285	9606	Homo sapiens	Illumina HiSeq 2000	HC-BICR18_UPPER_AERODIGESTIVE_TRACT	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of BICR18_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657535/SRR8657535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657535/SRR8657535_2.fastq.gz		BICR18_UPPER_AERODIGESTIVE_TRACT	BICR18_UPPER_AERODIGESTIVE_TRACT	
SRR8657623	PRJNA523380	SAMN10988205	SRX5455197	9606	Homo sapiens	Illumina HiSeq 2000	HC-MIAPACA2_PANCREAS	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of MIAPACA2_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657623/SRR8657623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657623/SRR8657623_2.fastq.gz		MIAPACA2_PANCREAS	MIAPACA2_PANCREAS	
SRR8657538	PRJNA523380	SAMN10987734	SRX5455282	9606	Homo sapiens	Illumina HiSeq 2000	HC-YD10B_UPPER_AERODIGESTIVE_TRACT	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of YD10B_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657538/SRR8657538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657538/SRR8657538_2.fastq.gz		YD10B_UPPER_AERODIGESTIVE_TRACT	YD10B_UPPER_AERODIGESTIVE_TRACT	
SRR8636026	PRJNA523380	SAMN10988376	SRX5434810	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH2444_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH2444_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8636026/SRR8636026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8636026/SRR8636026_2.fastq.gz		NCIH2444_LUNG	NCIH2444_LUNG	
SRR8657629	PRJNA523380	SAMN10988558	SRX5455191	9606	Homo sapiens	Illumina HiSeq 2000	HC-KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657629/SRR8657629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657629/SRR8657629_2.fastq.gz		KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8657541	PRJNA523380	SAMN10988429	SRX5455279	9606	Homo sapiens	Illumina HiSeq 2000	HC-GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657541/SRR8657541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657541/SRR8657541_2.fastq.gz		GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8636027	PRJNA523380	SAMN10988138	SRX5434809	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH2452_PLEURA	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH2452_PLEURA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8636027/SRR8636027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8636027/SRR8636027_2.fastq.gz		NCIH2452_PLEURA	NCIH2452_PLEURA	
SRR8657542	PRJNA523380	SAMN10988055	SRX5455278	9606	Homo sapiens	Illumina HiSeq 2000	HC-GRM_SKIN	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of GRM_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657542/SRR8657542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657542/SRR8657542_2.fastq.gz		GRM_SKIN	GRM_SKIN	
SRR8636028	PRJNA523380	SAMN10987985	SRX5434808	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH2286_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH2286_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8636028/SRR8636028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8636028/SRR8636028_2.fastq.gz		NCIH2286_LUNG	NCIH2286_LUNG	
SRR8657633	PRJNA523380	SAMN10987859	SRX5455187	9606	Homo sapiens	Illumina HiSeq 2000	HC-KE39_STOMACH	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of KE39_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657633/SRR8657633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657633/SRR8657633_2.fastq.gz		KE39_STOMACH	KE39_STOMACH	
SRR8657547	PRJNA523380	SAMN10987754	SRX5455273	9606	Homo sapiens	Illumina HiSeq 2000	HC-GSS_STOMACH	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of GSS_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657547/SRR8657547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657547/SRR8657547_2.fastq.gz		GSS_STOMACH	GSS_STOMACH	
SRR8636029	PRJNA523380	SAMN10987683	SRX5434807	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH2291_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH2291_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8636029/SRR8636029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8636029/SRR8636029_2.fastq.gz		NCIH2291_LUNG	NCIH2291_LUNG	
SRR8657635	PRJNA523380	SAMN10987903	SRX5455185	9606	Homo sapiens	Illumina HiSeq 2000	HC-DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657635/SRR8657635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657635/SRR8657635_2.fastq.gz		DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8636030	PRJNA523380	SAMN10987673	SRX5434806	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH2342_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH2342_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8636030/SRR8636030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8636030/SRR8636030_2.fastq.gz		NCIH2342_LUNG	NCIH2342_LUNG	
SRR8657550	PRJNA523380	SAMN10987756	SRX5455270	9606	Homo sapiens	Illumina HiSeq 2000	HC-HCC1171_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of HCC1171_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657550/SRR8657550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657550/SRR8657550_2.fastq.gz		HCC1171_LUNG	HCC1171_LUNG	
SRR8657637	PRJNA523380	SAMN10988307	SRX5455183	9606	Homo sapiens	Illumina HiSeq 2000	HC-DETROIT562_UPPER_AERODIGESTIVE_TRACT	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of DETROIT562_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657637/SRR8657637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657637/SRR8657637_2.fastq.gz		DETROIT562_UPPER_AERODIGESTIVE_TRACT	DETROIT562_UPPER_AERODIGESTIVE_TRACT	
SRR8636031	PRJNA523380	SAMN10987629	SRX5434805	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH2347_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH2347_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8636031/SRR8636031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8636031/SRR8636031_2.fastq.gz		NCIH2347_LUNG	NCIH2347_LUNG	
SRR8657568	PRJNA523380	SAMN10987709	SRX5455252	9606	Homo sapiens	Illumina HiSeq 2000	HC-LMSU_STOMACH	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of LMSU_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657568/SRR8657568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657568/SRR8657568_2.fastq.gz		LMSU_STOMACH	LMSU_STOMACH	
SRR8636032	PRJNA523380	SAMN10987646	SRX5434804	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-SW480_LARGE_INTESTINE	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of SW480_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8636032/SRR8636032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8636032/SRR8636032_2.fastq.gz		SW480_LARGE_INTESTINE	SW480_LARGE_INTESTINE	
SRR8657569	PRJNA523380	SAMN10988232	SRX5455251	9606	Homo sapiens	Illumina HiSeq 2000	HC-LK2_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of LK2_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657569/SRR8657569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657569/SRR8657569_2.fastq.gz		LK2_LUNG	LK2_LUNG	
SRR8657638	PRJNA523380	SAMN10988540	SRX5455182	9606	Homo sapiens	Illumina HiSeq 2000	HC-DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657638/SRR8657638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657638/SRR8657638_2.fastq.gz		DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8657573	PRJNA523380	SAMN10988019	SRX5455247	9606	Homo sapiens	Illumina HiSeq 2000	HC-LC1SQSF_LUNG	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of LC1SQSF_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657573/SRR8657573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657573/SRR8657573_2.fastq.gz		LC1SQSF_LUNG	LC1SQSF_LUNG	
SRR8636034	PRJNA523380	SAMN10987630	SRX5434802	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-SW1990_PANCREAS	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of SW1990_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8636034/SRR8636034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8636034/SRR8636034_2.fastq.gz		SW1990_PANCREAS	SW1990_PANCREAS	
SRR8657641	PRJNA523380	SAMN10987948	SRX5455179	9606	Homo sapiens	Illumina HiSeq 2000	HC-DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657641/SRR8657641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657641/SRR8657641_2.fastq.gz		DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8636035	PRJNA523380	SAMN10987670	SRX5434801	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-SW1783_CENTRAL_NERVOUS_SYSTEM	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of SW1783_CENTRAL_NERVOUS_SYSTEM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8636035/SRR8636035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8636035/SRR8636035_2.fastq.gz		SW1783_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	
SRR8657646	PRJNA523380	SAMN10987775	SRX5455174	9606	Homo sapiens	Illumina HiSeq 2000	HC-OE33_OESOPHAGUS	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of OE33_OESOPHAGUS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657646/SRR8657646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657646/SRR8657646_2.fastq.gz		OE33_OESOPHAGUS	OE33_OESOPHAGUS	
SRR8657577	PRJNA523380	SAMN10988431	SRX5455243	9606	Homo sapiens	Illumina HiSeq 2000	HC-MKN7_STOMACH	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of MKN7_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657577/SRR8657577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657577/SRR8657577_2.fastq.gz		MKN7_STOMACH	MKN7_STOMACH	
SRR8657583	PRJNA523380	SAMN10988537	SRX5455237	9606	Homo sapiens	Illumina HiSeq 2000	HC-HS821T_FIBROBLAST	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of HS821T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657583/SRR8657583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657583/SRR8657583_2.fastq.gz		HS821T_FIBROBLAST	HS821T_FIBROBLAST	
SRR8657647	PRJNA523380	SAMN10988453	SRX5455173	9606	Homo sapiens	Illumina HiSeq 2000	HC-DM3_FIBROBLAST	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of DM3_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657647/SRR8657647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657647/SRR8657647_2.fastq.gz		DM3_FIBROBLAST	DM3_FIBROBLAST	
SRR8636037	PRJNA523380	SAMN10988040	SRX5434799	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-NCIH292_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of NCIH292_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8636037/SRR8636037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8636037/SRR8636037_2.fastq.gz		NCIH292_LUNG	NCIH292_LUNG	
SRR8657649	PRJNA523380	SAMN10987922	SRX5455171	9606	Homo sapiens	Illumina HiSeq 2000	HC-OCUM1_STOMACH	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of OCUM1_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657649/SRR8657649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657649/SRR8657649_2.fastq.gz		OCUM1_STOMACH	OCUM1_STOMACH	
SRR8636038	PRJNA523380	SAMN10988195	SRX5434798	9606	Homo sapiens	Illumina HiSeq 2000	RainDance-SW1353_BONE	AMPLICON	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RainDance of SW1353_BONE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8636038/SRR8636038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8636038/SRR8636038_2.fastq.gz		SW1353_BONE	SW1353_BONE	
SRR8657585	PRJNA523380	SAMN10988177	SRX5455235	9606	Homo sapiens	Illumina HiSeq 2000	HC-HS729_SOFT_TISSUE	Targeted-Capture	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: HC of HS729_SOFT_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657585/SRR8657585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657585/SRR8657585_2.fastq.gz		HS729_SOFT_TISSUE	HS729_SOFT_TISSUE	
